,endTime,artistName,trackName,msPlayed
0,2021-03-23 19:18,Sia,Together,0
1,2021-03-23 19:18,Lewis Capaldi,Before You Go,0
2,2021-03-23 19:18,Maroon 5,It Was Always You,0
3,2021-03-23 19:18,Justin Timberlake,Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],382
4,2021-03-23 19:18,Imagine Dragons,I’m So Sorry,0
5,2021-03-23 19:18,John Legend,Preach,0
6,2021-03-23 19:18,Charlie Puth,Marvin Gaye (feat. Meghan Trainor),42
7,2021-03-23 19:18,ZAYN,rEaR vIeW,138
8,2021-03-23 19:18,Ed Sheeran,How Would You Feel (Paean),0
9,2021-03-23 19:18,John Legend,Conversations in the Dark,0
10,2021-03-23 19:18,Pentatonix,"Any Way You Want It (World Championship Medley) - From ""Pitch Perfect 2"" Soundtrack",0
11,2021-03-23 19:18,Fitz and The Tantrums,123456,0
12,2021-03-23 19:18,Charlie Puth,BOY,0
13,2021-03-23 19:18,Kenzie Nimmo,These Four Walls,0
14,2021-03-23 19:18,Eminem,Mockingbird,0
15,2021-03-23 19:19,Niall Horan,Since We're Alone,0
16,2021-03-23 19:19,Fitz and The Tantrums,Burn It Down,0
17,2021-03-23 19:19,Lewis Capaldi,Hold Me While You Wait,0
18,2021-03-23 19:19,Ava Max,My Way,0
19,2021-03-23 19:19,ZAYN,Entertainer,103
20,2021-03-23 19:19,Ed Sheeran,Dive,0
21,2021-03-23 19:22,Zara Larsson,Rooftop,0
22,2021-03-23 19:22,The Treblemakers,Trebles Finals: Bright Lights Bigger City/Magic,393
23,2021-03-23 19:22,ZAYN,Entertainer,202600
24,2021-03-23 19:22,Ed Sheeran,Dive,11600
25,2021-03-23 19:25,The Treblemakers,Trebles Finals: Bright Lights Bigger City/Magic,154560
26,2021-03-23 19:26,Zara Larsson,Rooftop,10839
27,2021-03-23 19:31,The Treblemakers,Trebles Finals: Bright Lights Bigger City/Magic,154482
28,2021-03-24 05:22,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),8790
29,2021-03-24 05:27,Ed Sheeran,Perfect,263400
30,2021-03-24 05:29,Jonas Blue,Polaroid,136610
31,2021-03-24 05:32,Katy Perry,Daisies,174312
32,2021-03-24 05:36,The Girl and The Dreamcatcher,Glowing in the Dark,236220
33,2021-03-24 05:40,Dan + Shay,"10,000 Hours (with Justin Bieber) - Piano",172320
34,2021-03-24 05:43,Lukas Graham,Love Someone,205440
35,2021-03-24 05:46,Adam Christopher,"f**k, I'm lonely - Acoustic",141886
36,2021-03-24 05:50,Miavono,You Get Me,226620
37,2021-03-24 05:55,The Icarus Account,Oceans Between Us,275702
38,2021-03-24 05:58,Fancy Cars,I'll Follow - Acoustic Version,198438
39,2021-03-24 06:02,Justin Bieber,Intentions (feat. Quavo),212866
40,2021-03-24 06:05,LIVVIA,Beautiful Escape,195840
41,2021-03-24 06:10,Dahl,Can I Kiss You?,207646
42,2021-03-24 06:12,Chester See,Mr Brightside - Acoustic,159230
43,2021-03-24 06:16,Hills x Hills,You Feel Like Home,201412
44,2021-03-24 06:19,Dean Lewis,Be Alright,196493
45,2021-03-24 06:24,Will Post,The Kindest Thing,232814
46,2021-03-24 06:27,Brody Ray,Stand in the Light,199000
47,2021-03-24 06:31,Avril Lavigne,Head Above Water,220850
48,2021-03-24 06:32,Adam Lang,Locked Away,31459
49,2021-03-24 06:32,Parker,Stand Up,0
50,2021-03-24 06:32,Malia Civetz,Little Victories (Acoustic),140
51,2021-03-24 06:32,James Smith,Say You'll Stay,1490
52,2021-03-24 06:32,Samuel Allen,Snowglobe,310
53,2021-03-24 06:32,Liam Payne,Live Forever (With Cheat Codes),350
54,2021-03-24 06:32,Maximillian,Beautiful Scars,10
55,2021-03-24 06:32,Niall Horan,"Fool's Gold - Recorded At RAK Studios, London",0
56,2021-03-24 06:36,Ben Platt,Grow As We Go,249426
57,2021-03-24 06:40,Ben Platt,Vienna,209631
58,2021-03-24 06:44,Ben Platt,In Case You Don't Live Forever,228960
59,2021-03-24 06:48,Ben Platt,If I Could Tell Her,248653
60,2021-03-24 06:53,Ben Platt,River,247606
61,2021-03-24 06:57,Ben Platt,Everything I Did to Get to You (from Songland),187534
62,2021-03-24 07:03,Ben Platt,You Will Be Found,360906
63,2021-03-24 07:07,Ben Platt,Waving Through A Window,236809
64,2021-03-24 07:11,Ben Platt,RAIN,213868
65,2021-03-24 07:15,Ben Platt,Run Away,217933
66,2021-03-24 07:19,Ben Platt,So Will I,251424
67,2021-03-24 07:23,Ben Platt,Older,207413
68,2021-03-24 11:17,Ben Platt,Everything I Did to Get to You (from Songland),1442
69,2021-03-24 11:17,Ben Platt,Share Your Address,709
70,2021-03-24 11:17,Ben Platt,So Will I,165
71,2021-03-24 11:17,Ben Platt,So Will I,461
72,2021-03-24 11:17,Ben Platt,Temporary Love,1345
73,2021-03-24 11:17,Ben Platt,For Forever,10098
74,2021-03-24 11:18,Ben Platt,Everything I Did to Get to You (from Songland),80912
75,2021-03-24 11:20,Ben Platt,Everything I Did to Get to You (from Songland),106642
76,2021-03-24 11:22,Ben Platt,So Will I,113712
77,2021-03-24 19:18,Ben Platt,So Will I,7626
78,2021-03-24 19:19,Ben Platt,Everything I Did to Get to You (from Songland),5057
79,2021-03-24 19:19,Ben Platt,Temporary Love,1177
80,2021-03-24 19:20,Ben Platt,Everything I Did to Get to You (from Songland),50271
81,2021-03-25 10:53,Ben Platt,Ease My Mind,0
82,2021-03-25 10:54,Ben Platt,Bad Habit,540
83,2021-03-25 11:03,Ben Platt,Ease My Mind,156326
84,2021-03-25 11:05,Ben Platt,Ease My Mind,50780
85,2021-03-25 11:08,Sam Smith,Too Good At Goodbyes,201000
86,2021-03-25 11:09,Maroon 5,Memories,44480
87,2021-03-25 19:27,Ben Platt,Everything I Did to Get to You (from Songland),137112
88,2021-03-25 19:57,Ben Platt,So Will I,49017
89,2021-03-26 05:20,Maroon 5,Memories,41790
90,2021-03-26 05:24,Maroon 5,Memories,183561
91,2021-03-26 05:28,One Direction,Story of My Life,245493
92,2021-03-26 05:32,Eminem,Godzilla (feat. Juice WRLD),210800
93,2021-03-26 05:35,Zedd,The Middle,184732
94,2021-03-26 05:39,5 Seconds of Summer,Youngblood,203417
95,2021-03-26 05:42,Anne-Marie,2002,186986
96,2021-03-26 05:47,John Legend,All of Me,269560
97,2021-03-26 05:50,Alan Walker,Lily,195840
98,2021-03-26 05:54,Marshmello,FRIENDS,202620
99,2021-03-26 05:58,Ed Sheeran,Perfect,263400
100,2021-03-26 06:03,One Direction,Best Song Ever,200106
101,2021-03-26 06:06,Imagine Dragons,Demons,177506
102,2021-03-26 06:10,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001
103,2021-03-26 06:13,Shawn Mendes,Treat You Better,187973
104,2021-03-26 06:17,Hailee Steinfeld,Most Girls,204400
105,2021-03-26 06:20,Little Mix,Black Magic,12096
106,2021-03-26 06:20,Ava Max,Sweet but Psycho,187436
107,2021-03-26 06:25,The Chainsmokers,Closer,244960
108,2021-03-26 06:27,Ed Sheeran,Galway Girl,170826
109,2021-03-26 06:32,Lukas Graham,Love Someone,12457
110,2021-03-26 06:32,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),930
111,2021-03-26 06:32,Jonas Brothers,Sucker,1080
112,2021-03-26 06:32,John Legend,Conversations in the Dark,235653
113,2021-03-26 06:32,One Direction,Drag Me Down,450
114,2021-03-26 06:36,One Direction,Drag Me Down,192120
115,2021-03-26 06:39,Jonas Brothers,Sucker,181026
116,2021-03-26 06:39,Shawn Mendes,In My Blood,1540
117,2021-03-26 06:39,Meghan Trainor,Better When I'm Dancin',43183
118,2021-03-26 06:42,Lewis Capaldi,Someone You Loved,182160
119,2021-03-26 06:44,Rixton,Me And My Broken Heart,0
120,2021-03-26 06:44,MAX,Lights Down Low,0
121,2021-03-26 06:44,Zedd,Stay,7146
122,2021-03-26 06:44,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,420
123,2021-03-26 06:44,MKTO,Classic,290
124,2021-03-26 06:44,Demi Lovato,Sorry Not Sorry,0
125,2021-03-26 06:44,The Chainsmokers,Paris,0
126,2021-03-26 06:44,Little Mix,Shout Out to My Ex,3080
127,2021-03-26 06:44,ZAYN,There You Are,0
128,2021-03-26 06:47,Demi Lovato,Sorry Not Sorry,203760
129,2021-03-26 06:51,MAX,Lights Down Low,223846
130,2021-03-26 07:12,Shawn Mendes,If I Can't Have You,191466
131,2021-03-26 07:16,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000
132,2021-03-26 07:20,Andy Grammer,Don’t Give Up On Me,196187
133,2021-03-26 07:24,Daya,"Sit Still, Look Pretty",28189
134,2021-03-26 07:24,ZAYN,Entertainer,202600
135,2021-03-26 07:28,Zara Larsson,Lush Life,201122
136,2021-03-26 07:31,Shawn Mendes,Stitches,206880
137,2021-03-26 07:36,Parachute,Without You,228933
138,2021-03-26 07:50,Charlie Puth,One Call Away,194453
139,2021-03-26 07:54,The Chainsmokers,This Feeling,197946
140,2021-03-26 07:57,Troye Sivan,Strawberries & Cigarettes,201538
141,2021-03-26 08:01,Ed Sheeran,Happier,207520
142,2021-03-26 08:04,Andy Grammer,I Found You,151733
143,2021-03-26 08:08,Hailee Steinfeld,Capital Letters,219373
144,2021-03-26 08:11,Shawn Mendes,Mercy,208733
145,2021-03-26 08:16,Demi Lovato,Heart Attack,210840
146,2021-03-26 08:19,Charlie Puth,Done for Me (feat. Kehlani),180493
147,2021-03-26 08:22,Tori Kelly,Dear No One,197846
148,2021-03-26 08:25,Jonas Blue,Polaroid,193377
149,2021-03-26 08:30,Kurt Hugo Schneider,Just A Dream,20244
150,2021-03-26 08:30,Katy Perry,Never Really Over,223297
151,2021-03-26 09:22,Kurt Hugo Schneider,Just A Dream,750
152,2021-03-26 09:22,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),1600
153,2021-03-26 09:22,Selena Gomez,Lose You To Love Me,1150
154,2021-03-26 09:26,Zedd,Happy Now,207029
155,2021-03-26 09:28,5 Seconds of Summer,Easier,158098
156,2021-03-26 09:32,Taylor Swift,Blank Space,231826
157,2021-03-26 09:37,The Vamps,Just My Type,211360
158,2021-03-26 09:40,David Archuleta,Numb,168751
159,2021-03-26 19:48,Ben Platt,So Will I,842
160,2021-03-26 19:51,Ben Platt,Share Your Address,182466
161,2021-03-26 19:54,Ben Platt,Waving Through A Window,201423
162,2021-03-27 15:58,Ben Platt,Waving Through A Window,32880
163,2021-03-27 15:59,Ben Platt,Take Me To The Pilot - Live from Radio City Music Hall,8679
164,2021-03-27 16:05,Ben Platt,You Will Be Found,360905
165,2021-03-27 16:10,Ben Platt,River,247606
166,2021-03-27 16:14,Ben Platt,RAIN,213868
167,2021-03-27 16:18,Ben Platt,Bad Habit,262759
168,2021-03-27 16:20,Ben Platt,The Joke - Live from Radio City Music Hall,7906
169,2021-03-27 16:20,Ben Platt,Corner of the Sky,1076
170,2021-03-27 18:36,Pritam,"Aabaad Barbaad (From ""Ludo"")",103994
171,2021-03-28 19:47,Sachin-Jigar,"Kiston (From ""Roohi"")",5118
172,2021-03-28 19:47,Arijit Singh,"Oh Saaiyaan (From ""The Power"")",37169
173,2021-03-28 19:47,Pritam,"Aabaad Barbaad (From ""Ludo"")",205129
174,2021-03-29 18:21,Ben Platt,Grow As We Go,249426
175,2021-03-29 18:56,Ben Platt,Vienna,195953
176,2021-03-30 19:39,Ben Platt,Vienna,11030
177,2021-03-30 19:43,Ben Platt,In Case You Don't Live Forever,228959
178,2021-03-30 19:44,Ben Platt,If I Could Tell Her,38966
179,2021-03-31 06:10,Johnnyswim,Best Thing Ever,47620
180,2021-03-31 06:15,Kevin Quinn,Best Thing Ever - Stage Version,73680
181,2021-03-31 09:19,Kevin Quinn,Best Thing Ever - Stage Version,143618
182,2021-03-31 09:21,Kevin Quinn,Let's Go Make A Memory,84921
183,2021-03-31 09:23,Kevin Quinn,Best Thing Ever - Stage Version,143018
184,2021-03-31 09:24,Kevin Quinn,Let's Go Make A Memory,17353
185,2021-03-31 09:24,Eminem,Berzerk,2320
186,2021-03-31 09:24,DMX,X Gon' Give It To Ya,1730
187,2021-03-31 09:25,Joyner Lucas,Isis (feat. Logic),280
188,2021-03-31 09:25,Roy Jones Jr.,Can't Be Touched (feat. Mr. Magic & Trouble),0
189,2021-03-31 09:25,Eminem,Marsh,380
190,2021-03-31 09:25,Lil Nas X,Panini - DaBaby Remix,9300
191,2021-03-31 09:28,Ingrid Michaelson,To Begin Again,210826
192,2021-03-31 09:31,Jonas Blue,Something Stupid (feat. AWA) - Rompasso Remix,165190
193,2021-03-31 09:32,FITZ,Spaceman,75693
194,2021-03-31 09:32,Jonas Blue,Something Stupid (feat. AWA) - Rompasso Remix,3620
195,2021-03-31 09:32,Jonas Blue,Something Stupid (feat. AWA) - Rompasso Remix,330
196,2021-03-31 09:32,Ingrid Michaelson,To Begin Again,6280
197,2021-03-31 09:33,FITZ,Spaceman,480
198,2021-03-31 09:33,Vishal-Shekhar,DNA Mein Dance,8890
199,2021-03-31 09:34,Arijit Singh,Pagglait,68810
200,2021-03-31 11:10,Taylor Swift,Wildest Dreams,1480
201,2021-03-31 11:10,Alan Walker,Fake A Smile (feat. salem ilese) - R3HAB Remix,71980
202,2021-03-31 11:10,Why Don't We,Don't Change,3580
203,2021-03-31 11:11,Ingrid Michaelson,To Begin Again,19750
204,2021-03-31 11:13,Ingrid Michaelson,To Begin Again,112313
205,2021-03-31 11:15,Jonas Blue,Something Stupid (feat. AWA) - Rompasso Remix,122211
206,2021-03-31 19:17,Jonas Blue,Something Stupid (feat. AWA) - Rompasso Remix,42980
207,2021-03-31 19:19,FITZ,Spaceman,154808
208,2021-03-31 19:22,Vishal-Shekhar,DNA Mein Dance,136743
209,2021-04-01 05:30,Ingrid Michaelson,To Begin Again,20650
210,2021-04-01 06:00,Ingrid Michaelson,To Begin Again,170676
211,2021-04-01 06:03,Jonas Blue,Something Stupid (feat. AWA) - Rompasso Remix,165190
212,2021-04-01 06:06,FITZ,Spaceman,154808
213,2021-04-01 06:08,Vishal-Shekhar,DNA Mein Dance,136743
214,2021-04-01 06:12,Arijit Singh,Pagglait,229381
215,2021-04-01 06:15,Alan Walker,Fake A Smile (feat. salem ilese) - R3HAB Remix,168824
216,2021-04-01 06:20,Sam Smith,Time After Time - Live At Abbey Road Studios,232128
217,2021-04-01 06:24,Mohit Chauhan,Rang Lageya,227962
218,2021-04-01 06:26,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),1790
219,2021-04-01 06:26,Us The Duo,dreamy night,5810
220,2021-04-01 06:26,Amaal Mallik,"Main Hoon Na Tere Saath (From ""Saina"")",154146
221,2021-04-01 06:26,Dua Lipa,We're Good (Dillon Francis Remix) - Radio Edit,900
222,2021-04-01 06:27,Kevin Quinn,Let's Go Make A Memory,360
223,2021-04-01 06:29,Kevin Quinn,Best Thing Ever - Stage Version,143018
224,2021-04-01 06:31,Kevin Quinn,Best Thing Ever - Reprise,80389
225,2021-04-01 06:32,Johnnyswim,Best Thing Ever,6772
226,2021-04-01 06:36,Ben Platt,Grow As We Go,249426
227,2021-04-01 06:39,Ben Platt,Vienna,209631
228,2021-04-01 06:43,Ben Platt,In Case You Don't Live Forever,228960
229,2021-04-01 06:48,Ben Platt,If I Could Tell Her,248653
230,2021-04-01 06:52,Ben Platt,River,247606
231,2021-04-01 06:55,Ben Platt,Everything I Did to Get to You (from Songland),187534
232,2021-04-01 07:02,Ben Platt,You Will Be Found,360906
233,2021-04-01 07:07,Ben Platt,Waving Through A Window,236809
234,2021-04-01 07:11,Ben Platt,RAIN,213868
235,2021-04-01 07:14,Ben Platt,Run Away,217933
236,2021-04-01 07:18,Ben Platt,So Will I,251424
237,2021-04-01 07:23,Ben Platt,Older,207413
238,2021-04-01 07:26,Ben Platt,Found/Tonight,179242
239,2021-04-01 07:30,Ben Platt,Ease My Mind,276800
240,2021-04-01 08:29,Ben Platt,Bad Habit,2175
241,2021-04-01 14:35,Ben Platt,Bad Habit,260839
242,2021-04-01 14:39,Ben Platt,Share Your Address,182466
243,2021-04-01 14:43,Ben Platt,Temporary Love,218826
244,2021-04-01 14:48,Ben Platt,For Forever,301013
245,2021-04-01 14:51,Ben Platt,Unworthy Of Your Love (feat. Zoey Deutch),213076
246,2021-04-01 14:56,Ben Platt,Honest Man,229573
247,2021-04-01 14:59,Ben Platt,Corner of the Sky,189769
248,2021-04-01 15:03,Ben Platt,Hurt Me Once,240266
249,2021-04-01 15:06,Ben Platt,New,190480
250,2021-04-01 15:13,Ben Platt,Words Fail,351920
251,2021-04-01 15:49,Ben Platt,Better,191613
252,2021-04-01 15:51,Ben Platt,Finale,95960
253,2021-04-01 15:54,Ava Max,Not Your Barbie Girl,186520
254,2021-04-01 15:55,Ava Max,Christmas Without You,35234
255,2021-04-01 15:58,Ava Max,Sweet but Psycho,187436
256,2021-04-01 16:01,Ava Max,Kings & Queens,162398
257,2021-04-01 16:04,Ava Max,My Head & My Heart,174760
258,2021-04-01 16:07,Ava Max,So Am I (feat. NCT 127),185034
259,2021-04-01 16:11,Ava Max,Freaking Me Out,192455
260,2021-04-01 16:14,Ava Max,So Am I,183026
261,2021-04-01 16:17,Ava Max,Who's Laughing Now,180348
262,2021-04-01 16:20,Ava Max,"Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)",175992
263,2021-04-01 16:24,Ava Max,My Way,141598
264,2021-04-01 16:27,Alissa Ava,Sweet But Psycho,12495
265,2021-04-01 16:27,Ava Max,Salt,180283
266,2021-04-01 16:30,Ava Max,"Blood, Sweat & Tears",193947
267,2021-04-01 16:33,Ava Max,OMG What's Happening,179831
268,2021-04-01 16:36,Ava Max,Torn,198005
269,2021-04-01 16:40,Ava Max,On Somebody,184565
270,2021-04-01 16:43,Ava Max,Take You To Hell,164537
271,2021-04-01 16:47,Ava Max,Naked,222094
272,2021-04-01 16:50,Ava Max,Belladonna,203429
273,2021-04-01 16:52,Ava Max,H.E.A.V.E.N,23293
274,2021-04-01 16:55,Ava Max,Call Me Tonight,170952
275,2021-04-01 16:58,Ava Max,Rumors,192397
276,2021-04-01 17:00,Ava Max,Tattoo,159459
277,2021-04-01 17:04,Ava Max,Born to the Night,199330
278,2021-04-01 17:09,DNCE,Toothbrush,231813
279,2021-04-01 17:12,DNCE,Cake By The Ocean,218440
280,2021-04-01 17:13,DNCE,Truthfully,48206
281,2021-04-01 19:09,Arijit Singh,Pagglait,190333
282,2021-04-02 06:52,DNCE,Good Day,0
283,2021-04-02 06:52,DNCE,Pay My Rent,6880
284,2021-04-02 06:52,OneRepublic,I Lived,0
285,2021-04-02 06:52,Shawn Mendes,Look Up At The Stars,1260
286,2021-04-02 06:52,DNCE,Truthfully,185723
287,2021-04-02 06:52,DNCE,Kissing Strangers,12626
288,2021-04-02 06:52,Maroon 5,Feelings,10710
289,2021-04-02 06:52,DNCE,DANCE,280
290,2021-04-02 06:52,DNCE,Body Moves,810
291,2021-04-02 06:52,DNCE,Still Good,3560
292,2021-04-02 06:56,Nozomi Lyn,Here's To,220246
293,2021-04-02 06:58,Jason Chen,Rewrite the Stars,73095
294,2021-04-02 07:02,Cody Fry,Leaving Home,251452
295,2021-04-02 07:06,Alexander Cardinale,Simple Things (feat. Christina Perri),187508
296,2021-04-02 07:09,Dylan Geick,You and Me,208285
297,2021-04-02 07:14,Maddie Wilson,How You Get The Girl,260881
298,2021-04-02 07:18,Haley Klinkhammer,Can You Feel the Love Tonight,205960
299,2021-04-02 07:22,Cinematic Pop,First Light (feat. Spencer Jones),268079
300,2021-04-02 07:24,Jacob Whitesides,The Only Exception,71866
301,2021-04-02 07:25,Maddi Jane,Rewrite the Stars,5150
302,2021-04-02 07:25,Rachel Talbott,Disney Medley,0
303,2021-04-02 07:25,Nick Pitera,"You'll Be In My Heart (From ""Tarzan"")",17490
304,2021-04-02 07:25,Why Don't We,Don't Change,1210
305,2021-04-02 07:28,One Direction,No Control,199720
306,2021-04-02 07:32,5 Seconds of Summer,Youngblood,203417
307,2021-04-02 07:34,OneRepublic,Start Again,164733
308,2021-04-02 07:38,Selena Gomez,People You Know,194900
309,2021-04-02 08:17,Sam Smith,Breaking Hearts,124889
310,2021-04-02 10:54,Kevin Quinn,Best Thing Ever - Stage Version,129196
311,2021-04-02 10:56,Ben Platt,In Case You Don't Live Forever,58459
312,2021-04-02 10:58,Kevin Quinn,Best Thing Ever - Stage Version,143018
313,2021-04-02 11:00,Kevin Quinn,Best Thing Ever - Stage Version,143018
314,2021-04-02 11:03,Kevin Quinn,Best Thing Ever - Stage Version,143018
315,2021-04-02 11:05,Kevin Quinn,Best Thing Ever - Stage Version,143018
316,2021-04-02 11:07,Kevin Quinn,Best Thing Ever - Stage Version,143018
317,2021-04-02 11:10,Kevin Quinn,Best Thing Ever - Stage Version,143018
318,2021-04-02 11:12,Kevin Quinn,Best Thing Ever - Stage Version,143018
319,2021-04-02 11:14,Kevin Quinn,Best Thing Ever - Stage Version,143018
320,2021-04-02 11:17,Kevin Quinn,Best Thing Ever - Stage Version,143018
321,2021-04-02 11:19,Kevin Quinn,Best Thing Ever - Stage Version,143018
322,2021-04-02 11:30,Kevin Quinn,Best Thing Ever - Stage Version,21706
323,2021-04-02 19:48,Kevin Quinn,Best Thing Ever - Stage Version,149037
324,2021-04-02 19:50,Kevin Quinn,Best Thing Ever - Stage Version,143018
325,2021-04-02 20:59,Kevin Quinn,Best Thing Ever - Stage Version,1393
326,2021-04-03 19:52,Kevin Quinn,Best Thing Ever - Stage Version,2463
327,2021-04-03 20:36,Ben Platt,Grow As We Go,239815
328,2021-04-04 08:52,Shawn Mendes,Call My Friends,0
329,2021-04-04 08:52,John Legend,Made to Love,190
330,2021-04-04 08:52,ZAYN,BeFoUr,450
331,2021-04-04 08:52,Imagine Dragons,Monster,0
332,2021-04-04 08:52,Sam Smith,Breaking Hearts,170
333,2021-04-04 08:52,Alan Walker,Faded (Interlude),0
334,2021-04-04 08:52,Lewis Capaldi,Mercy,0
335,2021-04-04 08:52,Niall Horan,Everywhere,0
336,2021-04-04 08:56,Lewis Capaldi,Mercy,219813
337,2021-04-04 09:00,ZAYN,BeFoUr,208920
338,2021-04-04 09:01,The Barden Bellas,Pool Mashup: Just The Way You Are/Just A Dream,98560
339,2021-04-04 09:04,Harry Styles,Lights Up,172213
340,2021-04-04 09:09,OneRepublic,If I Lose Myself,241653
341,2021-04-04 09:12,John Legend,God Only Knows (feat. yMusic),186177
342,2021-04-04 09:13,Taylor Swift,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),2140
343,2021-04-04 09:13,Maroon 5,Sugar,17040
344,2021-04-04 09:16,Jason Chan,You Are Not Alone,207857
345,2021-04-04 09:17,Olivia Penalva,Let It Go,54012
346,2021-04-04 09:17,Jason Chan,You Are Not Alone,4580
347,2021-04-04 10:02,Olivia Penalva,Let It Go,201350
348,2021-04-04 10:03,Rachel Talbott,Disney Medley,23080
349,2021-04-04 10:05,Rachel Talbott,Disney Medley,23533
350,2021-04-04 10:05,Jason Chan,You Are Not Alone,1860
351,2021-04-04 10:08,Taylor Swift,Wildest Dreams,26217
352,2021-04-04 10:08,Jacob Whitesides,The Only Exception,175389
353,2021-04-05 21:22,Years & Years,If You're Over Me - Remix,0
354,2021-04-05 21:22,Ellie Banke,"I Got U, U Got Me",4386
355,2021-04-05 21:22,Six,Heart of Stone,0
356,2021-04-05 21:23,Imagine Dragons,Stuck,5177
357,2021-04-05 21:26,Zara Larsson,WOW,179675
358,2021-04-05 21:50,Niall Horan,Put A Little Love On Me,224584
359,2021-04-05 21:55,Ed Sheeran,Hearts Don't Break Around Here,248413
360,2021-04-05 21:58,The Chainsmokers,Kills You Slowly,213319
361,2021-04-05 22:03,Charlie Puth,Cheating on You,196606
362,2021-04-05 22:06,OneRepublic,Apologize,208106
363,2021-04-05 22:10,Niall Horan,New Angel,189232
364,2021-04-05 22:13,One Direction,Midnight Memories,176320
365,2021-04-05 22:17,Niall Horan,This Town,232852
366,2021-04-05 22:21,OneRepublic,Something I Need,240079
367,2021-04-05 22:25,5 Seconds of Summer,English Love Affair,180922
368,2021-04-05 22:29,Ben Platt,Hurt Me Once,240266
369,2021-04-05 22:33,John Legend,Bliss,210106
370,2021-04-05 22:36,ZAYN,Rainberry,171133
371,2021-04-05 22:40,Selena Gomez,Rare,220589
372,2021-04-05 22:43,Sam Smith,Stay With Me,172723
373,2021-04-05 22:48,Louis Tomlinson,Two of Us,217855
374,2021-04-05 22:52,Ed Sheeran,Dive,238440
375,2021-04-05 22:56,Ed Sheeran,Sing,235382
376,2021-04-05 23:00,One Direction,Last First Kiss,203545
377,2021-04-05 23:03,OneRepublic,Somebody To Love,181408
378,2021-04-05 23:07,John Legend,Love Won't Let Me Wait,233813
379,2021-04-05 23:13,Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",286960
380,2021-04-05 23:16,Camila Cabello,Consequences - orchestra,181913
381,2021-04-05 23:20,Martin Garrix,Lions in the Wild,211889
382,2021-04-05 23:22,Pentatonix,"Any Way You Want It (World Championship Medley) - From ""Pitch Perfect 2"" Soundtrack",116280
383,2021-04-05 23:25,OneRepublic,Feel Again,185080
384,2021-04-05 23:29,The Vamps,I Found A Girl,179440
385,2021-04-05 23:33,One Direction,Where Do Broken Hearts Go,229040
386,2021-04-05 23:37,Camila Cabello,Inside Out,182560
387,2021-04-05 23:40,5 Seconds of Summer,Ghost Of You,197411
388,2021-04-05 23:44,5 Seconds of Summer,Best Years,190382
389,2021-04-05 23:47,Sam Smith,My Oasis (feat. Burna Boy),179916
390,2021-04-05 23:51,DNCE,Doctor You,192013
391,2021-04-05 23:58,Eminem,Stan,404105
392,2021-04-06 00:02,Jonas Blue,Something Stupid (feat. AWA) - Rompasso Remix,165190
393,2021-04-06 00:06,One Direction,Gotta Be You,244506
394,2021-04-06 00:10,Imagine Dragons,Bullet In A Gun,204853
395,2021-04-06 00:13,John Legend,Love Me Now,210293
396,2021-04-06 00:18,One Direction,Girl Almighty,201853
397,2021-04-06 00:22,ZAYN,A Whole New World (End Title),242956
398,2021-04-06 00:25,Jonas Brothers,S.O.S.,153346
399,2021-04-06 00:29,Charlie Puth,Left Right Left,206466
400,2021-04-06 00:33,Ben Platt,Bad Habit,262759
401,2021-04-06 00:38,Alan Walker,Darkside,211680
402,2021-04-06 00:44,Eminem,Beautiful,392825
403,2021-04-06 00:48,Jonas Brothers,Don't Throw it Away,172560
404,2021-04-06 00:51,Ben Platt,Corner of the Sky,189769
405,2021-04-06 00:54,The Chainsmokers,See The Way,177960
406,2021-04-06 00:59,John Legend,Made to Love,240346
407,2021-04-06 01:02,One Direction,History,187426
408,2021-04-06 01:05,Sam Smith,Young,153027
409,2021-04-06 01:09,Imagine Dragons,Birds,219440
410,2021-04-06 01:12,Shawn Mendes,Can’t Imagine,149768
411,2021-04-06 01:15,John Legend,God Only Knows (feat. yMusic),201800
412,2021-04-06 01:19,Ben Platt,In Case You Don't Live Forever,228959
413,2021-04-06 01:24,Selena Gomez,The Heart Wants What It Wants,227373
414,2021-04-06 01:28,The Chainsmokers,Closer,244960
415,2021-04-06 01:33,Fitz and The Tantrums,A Place for Us,212506
416,2021-04-06 01:37,ZAYN,lUcOzAdE,252640
417,2021-04-06 01:41,John Legend,Bring Me Love,199546
418,2021-04-06 01:45,Alessia Cara,Scars To Your Beautiful,230226
419,2021-04-06 01:49,Martin Garrix,Now That I've Found You,192630
420,2021-04-06 01:52,Jonas Blue,Younger,194720
421,2021-04-06 01:56,Jonas Brothers,Play My Music,197506
